customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1320-HTRDR,Female,0,no,no,3,yes,yes,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Electronic check,75.5,220.6,yes
6847-KJLTS,Female,1,yes,no,58,yes,yes,Fiber optic,no,no,no,yes,yes,yes,Month-to-month,yes,Bank transfer (automatic),100.4,5749.8,no
9670-BPNXF,Female,0,no,no,45,yes,no,DSL,yes,yes,no,yes,no,no,One year,yes,Credit card (automatic),62.55,2796.45,no
3913-FCUUW,Female,0,yes,yes,72,yes,yes,DSL,yes,yes,yes,yes,no,no,Two year,yes,Bank transfer (automatic),70.45,5165.7,no
3301-VKTGC,Male,0,yes,yes,68,yes,yes,Fiber optic,yes,yes,no,no,no,no,One year,yes,Bank transfer (automatic),85.5,5696.6,no
1493-AMTIE,Male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Bank transfer (automatic),20.2,20.2,yes
9555-SAHUZ,Female,0,yes,yes,38,yes,no,DSL,yes,yes,no,no,no,no,Month-to-month,no,Electronic check,54.5,2076.05,no
0816-TSPHQ,Male,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,20.75,44.2,no
9932-WBWIK,Male,0,no,no,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,20.35,215.25,no
4619-EVPHY,Female,1,yes,no,20,yes,no,Fiber optic,no,no,no,no,yes,yes,One year,yes,Bank transfer (automatic),91,1859.5,no
5286-YHCVC,Male,0,yes,no,72,yes,yes,Fiber optic,no,yes,yes,no,yes,yes,Two year,yes,Bank transfer (automatic),104.8,7470.1,no
6424-ELEYH,Female,0,yes,no,3,yes,yes,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Credit card (automatic),74.75,229.5,yes
4391-RESHN,Male,0,no,no,23,yes,yes,Fiber optic,no,no,yes,yes,yes,yes,Month-to-month,yes,Mailed check,104.05,2470.1,yes
9115-YQHGA,Male,0,no,no,40,yes,no,DSL,no,no,no,yes,no,no,Month-to-month,yes,Electronic check,51.1,2092.9,no
4462-CYWMH,Male,1,yes,no,62,yes,yes,Fiber optic,no,yes,no,no,no,yes,Month-to-month,yes,Bank transfer (automatic),89.8,5629.55,no
8963-MQVYN,Female,0,no,yes,22,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Electronic check,20.55,469.85,no
2458-EOMRE,Female,0,no,no,11,yes,no,DSL,yes,no,yes,no,no,yes,Month-to-month,no,Bank transfer (automatic),64.05,733.95,no
9334-GWGOW,Male,1,yes,no,7,yes,yes,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Electronic check,74.85,485.25,no
6821-BUXUX,Female,0,no,no,13,yes,yes,Fiber optic,yes,yes,no,no,yes,no,Month-to-month,yes,Electronic check,96.65,1244.5,yes
5028-HTLJB,Male,1,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,20.05,20.05,yes
9801-GDWGV,Female,0,no,no,39,yes,yes,Fiber optic,no,yes,yes,no,yes,yes,Month-to-month,yes,Electronic check,103.45,3994.45,yes
6542-LWGXJ,Male,0,yes,no,3,no,no phone service,DSL,no,no,no,no,no,no,Month-to-month,no,Mailed check,25,78.25,no
5567-GZKQY,Male,0,no,no,58,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),20.3,1131.5,no
1222-LRYKO,Male,0,no,yes,6,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,26.35,184.05,no
2320-JRSDE,Female,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Electronic check,19.9,19.9,yes
2087-QAREY,Female,0,yes,no,22,yes,no,DSL,no,yes,yes,no,no,no,Month-to-month,yes,Mailed check,54.7,1178.75,no
0601-WZHJF,Male,0,yes,no,14,no,no phone service,DSL,no,no,no,no,yes,yes,Month-to-month,no,Electronic check,46.35,667.7,yes
4423-JWZJN,Male,0,yes,yes,64,yes,yes,Fiber optic,no,no,yes,no,no,yes,One year,no,Credit card (automatic),90.25,5629.15,no
5143-WMWOG,Male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Electronic check,19.95,19.95,yes
6490-FGZAT,Male,0,no,no,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,20.65,109.3,no
5393-RXQSZ,Male,0,no,no,1,yes,no,Fiber optic,no,no,no,no,no,yes,Month-to-month,no,Electronic check,79.6,79.6,yes
7452-FOLON,Male,0,no,yes,39,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Bank transfer (automatic),25.45,958.45,no
2320-TZRRH,Female,0,no,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Mailed check,19.5,403.15,no
0231-LXVAP,Male,0,no,no,1,yes,no,Fiber optic,no,no,no,yes,no,no,Month-to-month,yes,Electronic check,75.9,75.9,yes
9444-JTXHZ,Male,0,yes,no,1,yes,no,Fiber optic,no,no,yes,no,no,no,Month-to-month,no,Electronic check,76.2,76.2,yes
4942-VZZOM,Male,0,yes,no,64,yes,yes,DSL,yes,no,no,no,yes,no,One year,yes,Credit card (automatic),66.15,4392.5,no
5510-BOIUJ,Male,0,no,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,19.25,19.25,yes
7502-BNYGS,Female,0,yes,no,46,yes,no,DSL,no,yes,no,no,yes,yes,Month-to-month,yes,Credit card (automatic),69.1,3168,no
4291-HYEBC,Female,1,yes,yes,28,no,no phone service,DSL,no,yes,no,no,no,yes,One year,yes,Electronic check,39.1,1096.6,no
6147-CBCRA,Female,0,yes,no,33,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,20.05,669.45,no
6047-SUHPR,Male,0,yes,yes,39,yes,no,DSL,yes,yes,yes,no,no,no,One year,no,Electronic check,59.8,2343.85,no
4471-KXAUH,Female,0,yes,no,42,yes,yes,Fiber optic,no,no,yes,yes,no,no,Month-to-month,yes,Electronic check,84.3,3588.4,yes
9752-ZNQUT,Female,0,no,no,1,yes,no,DSL,no,yes,no,no,no,no,Month-to-month,yes,Electronic check,48.6,48.6,no
7638-QVMVY,Female,0,no,no,7,yes,no,Fiber optic,no,no,no,no,yes,no,Month-to-month,yes,Electronic check,79,522.95,yes
1576-PFZIW,Male,1,yes,no,70,yes,no,Fiber optic,yes,yes,yes,no,yes,yes,Two year,no,Credit card (automatic),105.35,7511.9,no
5666-MBJPT,Male,0,no,no,65,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Bank transfer (automatic),25.1,1725,no
7312-XSBAT,Male,0,no,no,1,yes,no,DSL,yes,no,no,no,no,no,Month-to-month,no,Electronic check,49.75,49.75,no
3096-GKWEB,Male,0,yes,no,18,yes,yes,Fiber optic,no,no,no,no,yes,yes,Month-to-month,yes,Electronic check,94.75,1691.9,no
2371-JQHZZ,Male,0,yes,no,24,yes,yes,Fiber optic,no,no,no,no,yes,yes,Month-to-month,yes,Electronic check,93,2248.05,no
0674-GCDXG,Male,0,no,no,63,yes,yes,DSL,yes,no,yes,yes,no,yes,Two year,yes,Bank transfer (automatic),71.9,4479.2,no
1121-QSIVB,Female,0,no,yes,44,yes,yes,DSL,no,yes,no,no,yes,yes,One year,yes,Mailed check,77.55,3471.1,no
4396-KLSEH,Male,0,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Electronic check,19.85,63,no
3244-DCJWY,Female,0,no,no,1,yes,no,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Electronic check,70.25,70.25,yes
2824-MYYBN,Female,0,yes,yes,37,yes,yes,Fiber optic,no,no,no,no,yes,yes,Month-to-month,yes,Electronic check,95.25,3314.15,no
0875-CABNR,Female,1,no,no,10,yes,no,Fiber optic,no,no,yes,no,no,yes,Month-to-month,yes,Credit card (automatic),84.6,865.55,yes
6345-HOVES,Male,0,no,no,34,no,no phone service,DSL,no,no,no,no,no,no,Month-to-month,yes,Bank transfer (automatic),25.05,852.7,no
8318-LCNBW,Male,0,yes,no,35,no,no phone service,DSL,yes,no,yes,no,yes,yes,One year,no,Credit card (automatic),53.15,1930.9,no
6469-QJKZW,Female,0,yes,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Electronic check,20.15,91.4,no
0147-ESWWR,Female,1,yes,no,39,yes,yes,Fiber optic,no,no,no,yes,yes,yes,Month-to-month,yes,Electronic check,101.25,3949.15,no
1217-VASWC,Male,1,yes,no,43,yes,no,Fiber optic,no,yes,yes,no,yes,yes,One year,yes,Bank transfer (automatic),100.55,4304,no
7812-FZHPE,Female,0,yes,yes,17,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,24.1,409.9,yes
6370-ZVHDV,Female,0,yes,no,61,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),25.3,1554.9,no
5915-DGNVC,Female,0,yes,no,49,yes,yes,DSL,yes,yes,yes,no,no,yes,One year,no,Electronic check,71.8,3472.05,no
6260-XLACS,Male,0,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Mailed check,19.7,117.8,no
3566-CAAYU,Female,0,yes,yes,64,no,no phone service,DSL,no,yes,yes,yes,no,yes,Two year,no,Electronic check,49.85,3210.35,no
4983-CCWMC,Male,0,no,no,3,yes,no,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Mailed check,69.6,207.4,no
9103-CXVOK,Male,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Electronic check,19.75,19.75,no
2896-TBNBE,Male,0,yes,no,40,yes,no,Fiber optic,no,yes,yes,no,no,no,One year,no,Electronic check,80.8,3132.75,no
4797-AXPXK,Female,0,no,yes,1,yes,no,DSL,yes,yes,no,yes,no,no,Month-to-month,yes,Electronic check,60,60,yes
5229-PRWKT,Male,0,no,no,8,yes,yes,Fiber optic,no,no,no,no,no,yes,Month-to-month,yes,Electronic check,86.55,649.65,yes
6982-UQZLY,Female,1,yes,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Mailed check,20.85,20.85,yes
2522-WLNSF,Female,1,yes,no,34,yes,no,DSL,no,no,yes,yes,yes,no,One year,no,Bank transfer (automatic),64.2,2106.3,no
3841-CONLJ,Female,0,yes,no,1,no,no phone service,DSL,no,no,no,no,no,yes,Month-to-month,no,Electronic check,35,35,no
5057-LCOUI,Female,0,no,no,39,no,no phone service,DSL,no,no,yes,no,yes,yes,Month-to-month,yes,Electronic check,50.75,2011.4,yes
0193-ESZXP,Female,1,yes,no,58,yes,no,Fiber optic,yes,yes,no,yes,yes,yes,One year,yes,Credit card (automatic),105.5,6205.5,yes
4475-NVTLU,Male,0,yes,yes,45,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Electronic check,19.2,903.7,no
4369-HTUIF,Male,1,no,no,6,yes,no,Fiber optic,yes,no,no,no,yes,no,Month-to-month,yes,Bank transfer (automatic),85.15,503.6,yes
9386-LDCZR,Male,0,no,no,43,yes,no,Fiber optic,yes,yes,yes,yes,no,no,One year,yes,Credit card (automatic),90.65,3882.3,no
9585-KKMFD,Male,0,yes,yes,41,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Mailed check,20,879.8,no
5399-ZIMKF,Male,0,no,no,5,yes,no,Fiber optic,no,yes,no,no,no,no,Month-to-month,yes,Electronic check,74.65,383.65,no
0336-KXKFK,Male,0,no,no,72,no,no phone service,DSL,yes,no,yes,yes,yes,yes,Two year,yes,Credit card (automatic),61.2,4390.25,no
5619-XZZKR,Male,0,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Mailed check,19.95,68.2,no
3948-FVVRP,Male,0,yes,yes,9,yes,no,DSL,no,yes,no,yes,no,no,Month-to-month,no,Mailed check,54.8,452.8,no
5327-XOKKY,Male,1,yes,no,72,yes,yes,DSL,no,no,yes,no,yes,yes,Two year,yes,Credit card (automatic),73.45,5329,no
0983-TATYJ,Female,0,yes,no,33,yes,no,DSL,no,no,no,yes,no,no,One year,yes,Mailed check,51.45,1758.9,no
1813-JYWTO,Female,0,yes,no,72,yes,yes,Fiber optic,yes,no,no,no,no,no,Two year,no,Bank transfer (automatic),80.45,5737.6,no
0156-FVPTA,Male,0,yes,no,22,yes,no,DSL,yes,no,no,yes,no,no,Month-to-month,yes,Electronic check,54.2,1152.7,yes
1984-FCOWB,Female,0,yes,no,70,yes,yes,Fiber optic,no,yes,yes,yes,yes,yes,One year,yes,Electronic check,109.5,7674.55,yes
0654-HMSHN,Male,0,yes,yes,21,yes,yes,Fiber optic,no,yes,yes,no,yes,yes,Month-to-month,no,Electronic check,104.4,2157.95,yes
6719-OXYBR,Male,0,no,no,15,yes,no,Fiber optic,no,no,yes,no,yes,no,Month-to-month,no,Electronic check,85.3,1219.85,no
3312-ZWLGF,Male,1,yes,no,29,yes,yes,Fiber optic,no,no,no,yes,no,no,Month-to-month,yes,Electronic check,79.3,2414.55,no
6476-YHMGA,Female,0,yes,yes,15,yes,no,DSL,no,yes,yes,yes,yes,yes,Month-to-month,no,Bank transfer (automatic),76.5,1155.6,no
5287-QWLKY,Male,1,yes,yes,71,yes,yes,Fiber optic,yes,yes,no,no,yes,yes,Month-to-month,yes,Credit card (automatic),105.1,7548.1,yes
0795-XCCTE,Male,1,no,no,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),25.4,1809.35,no
0168-XZKBB,Female,0,yes,no,19,yes,yes,Fiber optic,no,no,no,no,yes,no,Month-to-month,yes,Electronic check,86.85,1564.4,no
3785-NRHYR,Male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,19.65,19.65,no
5196-SGOAK,Female,0,no,no,1,yes,no,Fiber optic,no,yes,no,no,no,no,Month-to-month,yes,Electronic check,75.7,75.7,yes
4537-DKTAL,Female,0,no,no,2,yes,no,DSL,no,no,no,no,no,no,Month-to-month,no,Electronic check,45.55,84.4,no
7072-MBHEV,Female,1,yes,yes,11,yes,yes,Fiber optic,no,no,yes,no,no,no,Month-to-month,yes,Credit card (automatic),78.1,864.85,no
5602-BVFMK,Female,0,no,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Mailed check,19.3,228.75,no
6297-noOPG,Female,0,yes,no,70,yes,yes,Fiber optic,no,yes,yes,yes,yes,yes,Two year,yes,Electronic check,110.5,7752.05,no
1891-UAWWU,Female,1,yes,no,20,yes,yes,Fiber optic,no,no,yes,no,yes,no,Month-to-month,no,Electronic check,90.8,1951,yes
8204-TIFGJ,Female,0,no,no,23,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Bank transfer (automatic),20.3,470.6,no
8050-DVOJX,Male,1,no,no,49,yes,yes,DSL,yes,yes,yes,yes,no,yes,Two year,no,Credit card (automatic),81.35,4060.9,no
6108-OQZDQ,Female,0,yes,yes,4,yes,yes,Fiber optic,no,yes,no,no,yes,yes,Month-to-month,yes,Electronic check,97.95,384.5,yes
0363-QJVFX,Male,0,no,no,32,yes,yes,Fiber optic,yes,yes,no,yes,yes,yes,Month-to-month,yes,Credit card (automatic),108.15,3432.9,yes
8903-XEBGX,Male,0,no,yes,2,yes,no,DSL,no,no,no,no,no,yes,Month-to-month,yes,Electronic check,55.3,108.65,no
8169-SAEJD,Male,1,yes,no,69,no,no phone service,DSL,yes,yes,no,no,yes,yes,Two year,no,Credit card (automatic),56.55,3952.65,no
9840-DVNDC,Male,0,no,no,6,yes,no,Fiber optic,no,no,no,no,yes,no,Month-to-month,yes,Credit card (automatic),80.5,463.05,yes
1089-XZWHH,Female,0,yes,yes,24,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Mailed check,19.7,494.05,no
2325-WINES,Female,0,no,no,32,yes,yes,Fiber optic,no,yes,yes,no,yes,yes,One year,yes,Credit card (automatic),104.05,3416.85,no
6064-ZATLR,Female,0,no,no,27,yes,no,DSL,yes,yes,no,no,no,no,Two year,no,Bank transfer (automatic),52.85,1498.65,no
3096-JRDSO,Female,1,yes,no,27,yes,yes,Fiber optic,yes,no,no,yes,yes,yes,Month-to-month,yes,Bank transfer (automatic),104.3,2867.75,yes
7824-PANSQ,Male,0,no,no,58,yes,yes,Fiber optic,no,no,no,yes,no,no,Month-to-month,no,Bank transfer (automatic),80.65,4807.35,no
8042-JVNFH,Male,0,no,no,1,yes,no,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Mailed check,71.35,71.35,yes
9648-BCHKM,Female,0,yes,yes,18,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Credit card (automatic),24.65,471.35,no
2888-ADFAO,Female,0,yes,yes,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Bank transfer (automatic),21.3,1041.8,no
8707-HOEDG,Female,0,yes,yes,70,yes,yes,Fiber optic,no,yes,yes,yes,yes,yes,Two year,yes,Electronic check,110.2,7689.8,no
3374-LXDEV,Female,0,no,no,13,yes,yes,Fiber optic,no,yes,yes,yes,no,no,Month-to-month,no,Electronic check,89.4,1132.35,yes
4072-IPYLT,Female,0,yes,yes,36,yes,no,DSL,yes,no,no,no,no,no,Month-to-month,no,Credit card (automatic),51.05,1815,no
7167-PCEYD,Male,0,no,no,67,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Mailed check,19.8,1311.3,no
4936-YPJNK,Female,0,no,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Mailed check,19.9,199.45,no
1580-BMCMR,Male,1,no,no,19,yes,no,Fiber optic,yes,no,no,no,no,yes,Month-to-month,yes,Electronic check,87.3,1637.3,no
4817-KEQSP,Female,0,yes,yes,71,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),19.85,1326.35,no
6408-WHTEF,Male,0,yes,yes,72,yes,yes,DSL,yes,yes,yes,yes,yes,yes,Two year,yes,Mailed check,89.4,6376.55,no
9251-AWQGT,Female,0,yes,yes,48,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,20,935.9,no
8749-CLJXC,Male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,20.05,20.05,no
7989-VCQOH,Male,0,yes,yes,18,yes,no,DSL,yes,no,yes,yes,yes,yes,Month-to-month,no,Electronic check,83.25,1611.15,no
5049-GLYVG,Male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,20.6,20.6,yes
4199-QHJNM,Male,1,yes,no,67,yes,yes,Fiber optic,no,yes,no,yes,yes,yes,Two year,no,Bank transfer (automatic),102.9,6989.7,no
8882-TLVRW,Male,0,yes,yes,69,no,no phone service,DSL,yes,no,yes,yes,no,no,Two year,no,Mailed check,39.1,2779.5,no
5883-GTGVD,Male,0,no,no,19,yes,yes,Fiber optic,no,yes,no,no,yes,yes,Month-to-month,yes,Electronic check,99.95,1931.75,yes
5135-GRQJV,Male,1,yes,no,72,yes,yes,Fiber optic,yes,yes,yes,yes,yes,yes,Two year,yes,Mailed check,114.5,8331.95,no
2384-OVPSA,Female,1,no,no,38,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,20.2,735.9,no
1371-WEPDS,Male,1,yes,no,40,yes,no,DSL,no,no,no,no,no,yes,One year,no,Electronic check,55.8,2283.3,no
3580-GICBM,Female,0,yes,yes,61,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Mailed check,24.2,1445.2,no
4817-QRJSX,Female,0,no,no,10,yes,yes,Fiber optic,no,yes,no,no,no,no,Month-to-month,yes,Credit card (automatic),81,818.05,yes
9730-DRTMJ,Male,0,yes,no,32,yes,yes,DSL,yes,no,no,yes,yes,no,One year,yes,Credit card (automatic),72.8,2333.05,no
4686-UXDML,Female,0,no,no,21,yes,yes,Fiber optic,no,yes,no,no,yes,yes,Month-to-month,yes,Credit card (automatic),99.85,1992.55,no
3349-ANQNH,Female,1,no,no,59,yes,yes,Fiber optic,no,no,yes,no,yes,yes,One year,yes,Electronic check,99.5,5890,no
2398-YPMUR,Female,1,yes,no,13,yes,no,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Electronic check,70.15,916.75,yes
0932-YIXYU,Female,0,no,no,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),20.25,1029.8,no
7480-SPLEF,Male,0,yes,yes,69,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Bank transfer (automatic),26,1796.55,no
7636-XUHWW,Male,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Credit card (automatic),19.9,33.7,no
1431-CYWMH,Female,0,yes,yes,22,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Bank transfer (automatic),19.05,454.05,no
5937-EORGB,Male,1,yes,no,15,yes,yes,Fiber optic,yes,no,yes,no,yes,no,Month-to-month,yes,Electronic check,96.5,1392.25,no
6349-JDHQP,Female,0,no,no,53,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),19.85,1049.6,no
5539-HIVAK,Female,1,yes,no,28,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,25.7,734.6,no
5847-MXBEO,Male,0,no,no,22,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Mailed check,20.3,475.1,no
9985-MWVIX,Female,0,no,no,1,yes,no,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Mailed check,70.15,70.15,yes
4583-PARNH,Male,1,yes,no,16,yes,no,Fiber optic,no,no,yes,yes,no,yes,Month-to-month,yes,Electronic check,91.55,1540.05,no
1116-FRYVH,Female,0,yes,yes,48,no,no phone service,DSL,yes,yes,no,yes,no,no,Two year,no,Mailed check,39.4,1978.65,no
1421-HCERK,Male,1,yes,no,30,yes,yes,Fiber optic,yes,yes,yes,yes,yes,no,Month-to-month,yes,Bank transfer (automatic),105.7,3181.8,no
9633-XQABV,Female,0,no,no,3,yes,no,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Electronic check,70.25,229.7,no
0716-BQNDX,Male,1,no,no,57,yes,yes,Fiber optic,yes,no,no,yes,no,yes,Two year,no,Electronic check,93.75,5625.55,no
1265-XTECC,Female,1,yes,no,68,yes,yes,Fiber optic,yes,yes,no,no,no,yes,One year,yes,Credit card (automatic),96.55,6581.9,yes
1183-CANVH,Female,0,yes,no,23,yes,no,DSL,no,no,no,yes,yes,no,One year,no,Bank transfer (automatic),60,1347.15,no
1972-XMUWV,Female,0,yes,no,65,yes,no,DSL,no,no,no,yes,yes,no,Two year,yes,Credit card (automatic),59.8,3808.2,no
8679-LZBMD,Male,0,yes,no,44,yes,no,Fiber optic,no,no,no,no,yes,yes,One year,yes,Bank transfer (automatic),90.65,3974.15,no
3407-JMJQQ,Female,0,yes,yes,71,yes,yes,Fiber optic,yes,yes,yes,no,yes,yes,Two year,yes,Bank transfer (automatic),109,7661.8,no
6252-DFGTK,Female,0,yes,no,37,yes,yes,DSL,yes,no,yes,yes,no,no,One year,no,Credit card (automatic),68.1,2479.25,no
1539-LNKHM,Female,0,no,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,20.4,266.6,no
8645-KOMJQ,Male,0,yes,yes,69,yes,yes,DSL,no,yes,yes,yes,yes,yes,Two year,yes,Bank transfer (automatic),81.95,5601.4,no
0289-IVARM,Female,0,no,no,35,yes,no,DSL,yes,yes,yes,no,no,no,Month-to-month,no,Electronic check,60.55,1982.6,no
9761-XUJWD,Male,0,no,no,5,yes,no,DSL,no,yes,no,yes,no,yes,Month-to-month,yes,Bank transfer (automatic),65.6,339.9,no
4057-FKCZK,Male,0,yes,yes,58,yes,yes,Fiber optic,no,no,no,no,yes,no,Two year,no,Bank transfer (automatic),82.5,4828.05,no
4291-TPNFG,Male,0,yes,no,72,yes,yes,DSL,yes,yes,yes,yes,no,yes,Two year,yes,Bank transfer (automatic),82.3,5980.55,no
6087-YPWHO,Male,0,yes,no,72,yes,yes,DSL,yes,yes,yes,yes,no,no,Two year,no,Mailed check,68.15,4808.7,no
3090-QFUVD,Female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Credit card (automatic),20.3,20.3,no
2237-ZFSMY,Female,0,no,no,39,yes,no,Fiber optic,yes,no,yes,yes,yes,no,One year,yes,Electronic check,95.55,3692.85,yes
1722-LDZJS,Male,0,yes,yes,53,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Credit card (automatic),20.2,1068.15,no
1818-ESQMW,Female,0,no,no,27,yes,no,Fiber optic,no,no,yes,yes,no,yes,Month-to-month,yes,Electronic check,89.2,2383.6,no
4871-JTKJF,Female,1,no,no,1,yes,no,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Electronic check,69.65,69.65,yes
1415-YFWLT,Female,1,no,no,1,yes,no,Fiber optic,no,no,no,no,yes,yes,Month-to-month,yes,Electronic check,89.3,89.3,yes
7401-RUBNK,Female,0,yes,no,18,yes,no,Fiber optic,yes,no,no,no,no,no,Month-to-month,no,Electronic check,74.8,1438.05,no
0506-YLVKJ,Male,0,yes,yes,46,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Mailed check,20.2,917.45,no
8661-BOYNW,Female,0,yes,no,72,yes,yes,DSL,yes,no,yes,yes,yes,yes,Two year,yes,Credit card (automatic),84.4,6096.45,no
6711-VTNRE,Female,0,no,no,36,yes,no,Fiber optic,no,no,yes,yes,no,yes,Month-to-month,yes,Electronic check,87.55,3078.1,yes
4815-GBTCD,Female,0,yes,no,4,no,no phone service,DSL,no,no,no,no,no,no,Month-to-month,yes,Electronic check,25.15,99.95,no
2805-AUFQN,Female,0,no,no,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),19.8,475.2,no
0980-PVMRC,Female,0,yes,yes,40,no,no phone service,DSL,no,yes,no,no,yes,yes,Month-to-month,yes,Electronic check,50.85,2036.55,no
